check_group,ASIN,Family,30d_sales,original_title,final_title,title_chars,final_item_highlights,title_source,highlights_source,flags,processing_notes
2-TOP25_BY_SALES,B01HGZX8PK,Flag-US,786.12,"Magnet Me Up American Flag Paw Print Shape Magnet Decal - Patriotic Auto Accessory for Cars or Trucks - Red, White, and","American Flag Pawprint Car Magnet, Red White & Blue",51,"Heavy duty magnetic decal for car, truck, SUV, mailbox or any magnetic surface, patriotic gift",REVIEWER_TITLE,ORIGINAL,,
2-TOP25_BY_SALES,B0CPYJTR7L,General Magnet,777.34,"Magnet Me Up Customizable 5 Inch Round Magnet Pack, 25 Pack, Custom Magnet for Businesses, Personal Use, Choose Your Tex","Customizable Round Magnet 5 Inch 25 Pack, Made in USA",53,"Heavy duty magnet, full color UV printed, made to order, image or logo, text",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0BLHZL16L,General Magnet,776.64,"Magnet Me Up Elderly Driver Please Be Patient Magnet Decal, 3x8 Inches, Heavy Duty Automotive Magnet for Car Truck SUV O",Elderly Driver Please Be Patient Car Magnet 3x8 Inch,52,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B07C598SXV,General Magnet,657.82,"Magnet Me Up: Coexist Symbol Decal - 3x8 Inches, Heavy-Duty Automotive Magnet for Car, Truck, SUV - Promote Peace Harmon",Coexist Symbol Car Magnet 3x8 Inch,34,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B07LHKFP2G,General Magnet,609.78,"Magnet Me Up Healing Adhesive Bandage Symbol Decal - 3x8 Inches, 2 Pack, Heavy-Duty Automotive Magnets for Car, Truck, S","Healing Adhesive Bandage Symbol Car Magnet 3x8 Inch 2 Pack, Made in USA",71,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0CBL2R5WZ,General Magnet,573.31,"Magnet Me Up 6 Inch Round Car Magnet - Upload Your Image, Logo or Text - Made in USA, Full Color, 30 Mil Heavy-Duty, Wea","Customizable Round Magnet 6 Inch, Made in USA",45,"Heavy duty magnet, full color UV printed, made to order, image or logo, text",REVIEWER_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0CZPCC8B8,General Magnet,539.88,"Magnet Me Up 6 Inch Round Car Magnet -5 Pack, Upload Your Image, Logo or Text - Made in USA, Full Color, 30 Mil Heavy-Du","Customizable Round Magnet 6 Inch 5 Pack, Made in USA",52,"Heavy duty magnet, full color UV printed, made to order, image or logo, text",REVIEWER_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0CXF9TFCK,General Magnet,534.58,"Magnet Me Up Customizable 4x6 Inch Oval Magnet Pack, 100 Piece, Custom Magnet for Businesses, Personal Use, Choose Your","Customizable Oval Magnet 4x6 Inch 100 pc, Made in USA",53,"Heavy duty magnet, full color UV printed, made to order, image or logo, text",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B072FKY9B3,General Magnet,531.66,"Magnet Me Up: 13.1 Half Marathon Black Oval Magnet Decal - 4x6 Inches, Heavy-Duty for Car, Truck, SUV - Runner's Pride C","13.1 Half Marathon Black Oval Car Magnet 4x6 Inch, Made in USA",62,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",APPROVED_OK,ORIGINAL,,
2-TOP25_BY_SALES,B0FSTGVRYR,General Magnet,508.83,"Magnet Me Up Hilarious Car Magnet - Don’t Honk at Me My Dad is Dead 8x3 Inch Dark Humor Gag Gift, Removable Funny Bumper",Don’t Honk at Me My Dad is Dead 8x3 Inch Dark Humor Gag Gift Magnet,67,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",REVIEWER_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B071VW9RGR,General Magnet,501.03,"Magnet Me Up: 26.2 Marathon Black Oval Magnet Decal - 4x6 Inches, Automotive Magnet for Car, Truck, SUV - Runner's Pride","26.2 Marathon Black Oval Car Magnet 4x6 Inch, Made in USA",57,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",APPROVED_OK,ORIGINAL,,
2-TOP25_BY_SALES,B075GWQ8S2,General Magnet,495.91,"Magnet Me Up Adhesive Bandage Symbol Decal - 3x8 Inches, Heavy-Duty Automotive Magnet for Car, Truck, SUV, Any Magnetic","Adhesive Bandage Symbol Car Magnet 3x8 Inch, Made in USA",56,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",APPROVED_OK,ORIGINAL,,
2-TOP25_BY_SALES,B076HZBQ47,Dog/Paw,481.44,"Magnet Me Up: My Dog is Smarter Than The President Pawprint Magnet Decal - 5 Inch, Heavy-Duty Automotive Magnet for Car,","My Dog is Smarter Than The President Car Magnet 5 Inch, Dog Lover Gift",70,"Heavy duty magnetic decal for car, truck, SUV or fridge, full color UV printed, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0CZ7NRVCX,General Magnet,439.09,"Magnet Me Up Custom 5 Inch Round Magnet, 5 Pack, Customizable Magnet for Businesses, Personal Use, Choose Your Text, Upl","Custom Round Car Magnet 5 Inch 5 Pack, Made in USA",50,"Heavy duty magnet, full color UV printed, made to order, image or logo, text",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0G6G3LTY5,General Magnet,434,"Magnet Me Up I Choose Violence Frog 5"" Round Car Magnet - Funny Magnetic Decal for Cars, Trucks & SUV Full-Color UV Prin","I Choose Violence Frog Round Locker Magnet 5 Inch, Funny Gift, Made in USA",74,"Heavy duty magnet, full color UV printed, made to order",APPROVED_OK,ORIGINAL,,
2-TOP25_BY_SALES,B09T53542R,General Magnet,399.88,"Magnet Me Up Ouch Band Aid Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Ouch Band Aid Car Magnet 3x8 Inch,33,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0B3NHJ25D,General Magnet,386.02,"Magnet Me Up Ice Cream On Board Car Magnet Decal, 5x5 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",Ice Cream On Board Car Magnet 5x5 Inch,38,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
2-TOP25_BY_SALES,B0G2N1KJTL,General Magnet,384.84,"Magnet Me Up Please Be Patient Driver Is Blind - 3x8 Inches Funny Car Magnet UV Full-Colors Printed for Gifts, Weatherpr","Please Be Patient Driver Is Blind Car Magnet 3x8 Inch, Funny Gift, USA Made",75,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",APPROVED_OK,ORIGINAL,,
2-TOP25_BY_SALES,B083C4ZNXK,General Magnet,361.87,"Magnet Me Up Just Married Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Just Married Car Magnet 3x8 Inch,32,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0BGT4QJZ5,General Magnet,235.11,"Magnet Me Up: Support Breast Cancer Awareness Pink Ribbon Magnet Decal - 2 Pack, 3.5x7 Inches, Heavy-Duty Automotive Mag",Support Breast Cancer Awareness Pink Ribbon Car Magnet 3.5x7 Inch 2 Pack,72,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B076PVFRK4,General Magnet,97.89,"Magnet Me Up: Breast Cancer Survivor Pink Ribbon Magnet Decal - 3.5x7 Inches, Heavy-Duty Automotive Magnet for Car, Truc",Breast Cancer Survivor Pink Ribbon Car Magnet 3.5x7 Inch,56,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B07JCFCJJF,General Magnet,90.61,"Magnet Me Up: 13.1 Half Marathon Black Oval Magnet Decal - 4x6 Inches - 2 Pack - Heavy-Duty Automotive Magnets for Car,",13.1 Half Marathon Black Oval Car Magnet 4x6 Inch 2 Pack,56,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0F94K3RNC,General Magnet,83.69,"Magnet Me Up Magnetic Vent Cover 13x6 Inch Fits 12x5.5 Vents, 3 Pack, Strong Magnetic Register Cover for Floor, Wall & C","Magnetic Vent Cover 13x6 Inch Fits 12x5.5 Vents, 3 Pack",55,"Strong Magnetic Register Cover for Floor, Wall & Ceiling Vents, Reusable HVAC Air Blocker, Cut-to-Fit Trim to Size, Made in USA",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B09QRLMJHZ,General Magnet,78.9,"Magnet Me Up Head and Neck Cancer Awareness Burgundy and Ivory Ribbon Magnet Decal, 3.5x7 Inches, Heavy Duty Automotive","Head and Neck Cancer Awareness Ribbon Magnet Decal, 3.5x7 Inches",64,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Burgundy and Ivory, made in USA",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0GY5L15ZV,General Magnet,62.93,"Magnet Me Up My Other Car is A Broom 3x8 Inches Car Magnet - Funny Halloween Witch Magnetic Decals for Cars, Trucks and","My Other Car is A Broom Car Magnet 3x8 Inch, Funny Gift, Made in USA",68,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, halloween themed, made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FK7FPB78,General Magnet,26.97,"Magnet Me Up Mississippi State Magnet, 2.8x4.9 Inches, Full-Color UV Printed Vinyl, Collectible US Shape Travel Gift, Du","Mississippi State Car Magnet 2.8x4.9 Inch, Made in USA",54,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0D5BSSP74,General Magnet,26.97,"Magnet Me Up Pennsylvania Liberty Bell State Oval Magnet Decal, 4x6 inch, Automotive Magnet for Car, Great Souvenir Gift","Pennsylvania Liberty Bell State Oval Car Magnet 4x6 Inch, Made in USA",69,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0CZ4LD67D,General Magnet,26.97,"Magnet Me Up Nebraska Chimney Rock State Scenic Oval Magnet Decal, 4x6 inch, Automotive Magnet for Car, Great Gift or So","Nebraska Chimney Rock State Scenic Oval Car Magnet 4x6 Inch, Made in USA",72,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FJS7L8PQ,General Magnet,26.97,"Magnet Me Up Ephesus Ruins Magnet Decal, 5"" Round Full-Color Automotive Magnet Featuring Ancient Roman Architecture in T","Ephesus Ruins Car Magnet 5 Inch Round, Made in USA",50,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0BZJVDCBR,General Magnet,23.97,"Magnet Me Up Canada Canadian Euro Oval Magnet Decal, 4x6 Inches, Heavy Duty for Car, Truck, SUV, Or Any Other Magnetic S",Canada Canadian Euro Oval Car Magnet 4x6 Inch,45,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0H6GN65S8,General Magnet,17.98,"Magnet Me Up Ehlers-Danlos Syndrome (EDS) Awareness Car Magnet, 3.5""x7"" Zebra Print Ribbon Magnetic Decal for Cars, Truc","Ehlers-Danlos Syndrome Car Magnet 3.5x7 Inch Ribbon, Made in USA",64,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, EDS awareness",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FGFGPCPB,General Magnet,17.98,"Magnet Me Up Eiffel Tower Magnet - 5 Inch Round, Paris Souvenir Magnet for Fridge or Office D cor - Full Color UV Printe","Eiffel Tower Magnet 5 Inch Round, Made in USA",45,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0H2JHLL7W,General Magnet,10.99,"Magnet Me Up Support Leukemia and Kidney Cancer Survivor Orange Ribbon Magnet Decal 3.5x7 Inches, 2 Pack Automotive Magn",Leukemia and Kidney Cancer Survivor Orange Car Magnet 3.5x7 Inch 2 Pack,71,"Heavy-duty magnetic ribbon, truck, SUV, fridge, or any magnetic surface, made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0H4NKVP7F,General Magnet,10.99,"Magnet Me Up Breast Cancer Awareness Pink Mandala Survivor Ribbon Magnet Decal, 3.5x7 Inches, 2 Pack Automotive Magnet f",Breast Cancer Pink Mandala Survivor Ribbon Car Magnet 3.5x7 in 2 Pack,69,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0GYQ7S6DV,General Magnet,8.99,"Magnet Me Up Trauma Nurse Car Magnet - 5"" x 5"" Heart Shaped Magnetic Decal for Cars and Lockers, Ideal Accessory Gift fo","Trauma Nurse Locker Magnet 5x5 Inch, Heart, Made in USA",55,"Heavy-duty magnet, full-color UV printed, Accessory Gift for Health Workers",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FXHQ4NJB,General Magnet,8.99,"Magnet Me Up I'd Rather Be Watching Paranormal Television, Party Favors Magnetic Decal, 3x8 Inches, Halloween Car Magnet","I'd Rather Be Watching Paranormal Television Car Magnet 3x8 Inch, USA Made",74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",APPROVED_OK,ORIGINAL,,
3-RANDOM_SAMPLE_GENERAL,B0FHSNN964,General Magnet,8.99,"Magnet Me Up Oklahoma State Magnet 6x4 Inches, Collectible US State Shape Fridge Magnet, Durable Full-Color UV Vinyl, Tr","Oklahoma State Fridge Magnet 6x4 Inch, Made in USA",50,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0DW19FQLX,General Magnet,8.99,"Magnet Me Up I Love My Chicken Car Magnet Decal, Farm Animal, 4x6 Inches, Funny Magnet, Chicken Car Decal, Car Accessori","I Love My Chicken Car Magnet 4x6 Inch Oval, Funny Gift, Made in USA",67,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B07236TYZF,General Magnet,8.99,"Magnet Me Up 10K Marathon Inverted Black Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV","10K Marathon Inverted Black Oval Car Magnet 4x6 Inch, Made in USA",65,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, runners gift",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FHXSKLSM,General Magnet,8.99,"Magnet Me Up Forbidden City Magnet Decal 5"" Round, Imperial Beijing Landmark Souvenir, Automotive Magnet for Car, Truck,","Forbidden City Car Magnet 5 Inch Round, Made in USA",51,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift",REVIEWER_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0FHRNDZSY,General Magnet,7.99,"Magnet Me Up Back Hair Waxing Club Magnet 5"" Funny Car Magnet for Adults Monthly Unlimited Membership Gag Hilarious Magn","Back Hair Waxing Club Car Magnet 5 Inch Round, Funny Gift, Made in USA",70,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",REVIEWER_TITLE,ORIGINAL,,
3-RANDOM_SAMPLE_GENERAL,B0G976CHBP,General Magnet,0,"Magnet Me Up Just Pass Me This is As Fast As It Gets Funny Hamster Car Magnet - 3x8 Inch Magnetic Decal for Cars, Trucks","Just Pass Me This is As Fast As It Gets Car Magnet 3x8 Inch, Funny Gift",71,"Heavy-duty magnetic decal, truck, SUV, fridge, or any magnetic surface, made in USA",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0F8RCHHM7,General Magnet,0,"Magnet Me Up Alabama State Magnet - Full-Color Vinyl State Magnetic Decal, Die-Cut Shape, 6x4 Inches, Collectible Souven","Alabama State Fridge Magnet 6x4 Inch, Made in USA",49,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift",KEPT_NEW_TITLE,REVIEWER_FIX,,
3-RANDOM_SAMPLE_GENERAL,B0H2JVKF1W,General Magnet,0,"Magnet Me Up Custom Football Helmet Magnet, 9""x10"", Personalized Football Player Name, Number, and Logo, Custom Team Hel","Custom Football Helmet Magnet 9x10 Inch, Made in USA",52,"Heavy-duty magnet, full-color UV printed, made to order -  personalized with player name, number, and logo",KEPT_NEW_TITLE,REVIEWER_FIX,,
